Date,AAPL.Open,AAPL.High,AAPL.Low,AAPL.Close,AAPL.Volume,AAPL.Adjusted,dn,mavg,up,direction,attendDuration1,attendDuration2,attendDuration3,attendPercent1,attendPercent2,attendPercent3,lengthOfStay1,lengthOfStay2,lengthOfStay3
2021-01-08,,,,,,,,,,,102,297,110,43,69,24,247,424,373
2021-01-11,,,,,,,,,,,33,415,150,100,64,70,36,323,93
2020-02-02,,,,,,,,,,,158,235,493,100,5,12,162,461,371
2019-10-08,,,,,,,,,,,130,259,476,100,80,81,143,429,338
2019-12-13,,,,,,,,,,,40,224,128,100,49,9,48,508,124
2019-06-03,,,,,,,,,,,139,82,342,78,10,95,439,304,133
2019-06-04,,,,,,,,,,,39,35,282,22,5,63,439,538,339
2019-10-28,,,,,,,,,,,11,109,458,6,27,37,186,341,201
2019-11-04,,,,,,,,,,,168,484,192,94,8,39,186,364,56
2019-04-16,,,,,,,,,,,421,165,466,100,59,85,430,55,387
2019-01-31,,,,,,,,,,,89,6,211,100,92,8,107,117,420
2020-03-05,,,,,,,,,,,55,303,294,100,92,59,70,136,548
2020-05-19,,,,,,,,,,,294,442,40,60,94,5,500,151,441
2020-05-27,,,,,,,,,,,193,303,367,40,49,5,500,28,404
2020-06-29,,,,,,,,,,,106,425,79,59,100,12,190,211,62
2020-07-02,,,,,,,,,,,75,375,402,41,96,31,190,443,139
2019-03-08,,,,,,,,,,,3,334,352,100,54,24,18,252,366
2020-01-23,,,,,,,,,,,45,314,35,100,71,1,49,378,382
2020-01-17,,,,,,,,,,,167,111,474,11,86,55,2203,84,442
2020-01-23,,,,,,,,,,,139,402,38,19,30,43,2203,293,505
2020-01-23,,,,,,,,,,,139,120,461,19,36,24,2203,271,535
2020-01-24,,,,,,,,,,,29,193,125,2,55,48,2203,205,375
2020-02-29,,,,,,,,,,,340,47,37,23,89,24,2203,469,336
2020-03-09,,,,,,,,,,,71,245,74,5,39,30,2203,397,311
2020-03-23,,,,,,,,,,,335,246,411,22,11,31,2203,510,292
2020-03-23,,,,,,,,,,,1,335,300,0,54,41,2203,273,358
2020-04-01,,,,,,,,,,,222,62,175,15,30,31,2203,471,210
2020-04-03,,,,,,,,,,,46,359,256,3,30,76,2203,493,119
2019-01-29,,,,,,,,,,,376,321,393,100,33,76,1185,142,113
2019-12-23,,,,,,,,,,,25,114,137,100,67,1,33,158,401
2019-01-03,,,,,,,,,,,17,305,491,100,65,34,25,523,25
2020-02-03,,,,,,,,,,,82,92,97,100,38,62,90,279,68
2020-08-31,,,,,,,,,,,51,464,379,100,74,20,119,64,446
2019-08-26,,,,,,,,,,,73,116,434,68,2,79,120,3,259
2019-08-27,,,,,,,,,,,34,351,387,32,100,58,120,211,294
2020-06-24,,,,,,,,,,,193,208,414,100,72,25,197,192,395
2020-08-15,,,,,,,,,,,29,77,154,100,91,75,195,414,351
2020-10-19,,,,,,,,,,,14,454,266,100,95,26,20,105,403
2019-11-11,,,,,,,,,,,0,86,390,0,23,72,11,135,366
2019-06-27,,,,,,,,,,,148,139,441,100,59,17,150,138,544
2019-12-10,,,,,,,,,,,81,294,288,100,63,79,87,131,327
2019-05-27,,,,,,,,,,,1,46,217,0,17,19,529,261,16
2019-06-03,,,,,,,,,,,105,253,497,22,34,32,529,438,507
2019-06-17,,,,,,,,,,,336,95,447,71,28,59,529,74,388
2019-06-18,,,,,,,,,,,28,283,196,6,15,45,529,261,390
2020-05-19,,,,,,,,,,,198,248,68,98,40,2,212,422,362
2020-05-19,,,,,,,,,,,5,255,317,2,99,25,212,511,172
2019-06-21,,,,,,,,,,,1,293,220,100,72,89,6,79,427
2019-12-29,,,,,,,,,,,94,65,305,100,20,69,100,501,115
2020-02-10,,,,,,,,,,,204,482,206,100,14,57,244,466,3
2019-11-06,,,,,,,,,,,64,103,121,100,33,79,65,39,6
2019-06-24,,,,,,,,,,,1,305,264,1,80,30,88,146,435
2019-06-27,,,,,,,,,,,83,13,32,99,98,23,88,111,473
2019-06-07,,,,,,,,,,,2,379,407,100,57,79,8,486,183
2019-09-09,,,,,,,,,,,8,500,289,100,32,41,17,174,157
2019-09-16,,,,,,,,,,,36,381,276,26,48,53,146,393,171
2019-09-20,,,,,,,,,,,102,29,432,74,91,4,146,217,294
2020-06-27,,,,,,,,,,,6,220,34,4,35,33,166,171,62
2020-06-29,,,,,,,,,,,48,209,238,31,9,27,166,444,454
2020-06-29,,,,,,,,,,,10,32,113,6,26,21,166,386,121
2020-07-03,,,,,,,,,,,93,467,457,59,16,25,166,538,357
2019-03-21,,,,,,,,,,,45,385,190,100,41,36,47,549,275
2020-02-02,,,,,,,,,,,9,395,22,100,89,99,26,467,229
2019-05-15,,,,,,,,,,,65,136,212,100,45,89,73,187,453
2019-10-10,,,,,,,,,,,58,348,193,100,85,25,71,481,297
2020-04-26,,,,,,,,,,,14,102,31,7,87,83,310,512,370
2020-05-04,,,,,,,,,,,193,153,19,93,60,35,310,180,35
2020-06-11,,,,,,,,,,,118,28,487,100,17,77,122,158,145
2019-02-23,,,,,,,,,,,209,481,444,100,14,23,218,198,219
2019-05-14,,,,,,,,,,,58,279,116,100,82,40,62,392,540
2019-08-26,,,,,,,,,,,42,3,267,100,36,85,101,440,219
2019-05-06,,,,,,,,,,,319,35,117,100,4,97,332,197,308
2020-11-03,,,,,,,,,,,24,60,169,100,100,49,26,108,454
2020-07-01,,,,,,,,,,,2,412,242,2,5,20,209,454,185
2020-07-02,,,,,,,,,,,21,53,216,98,80,56,209,341,428
2020-07-09,,,,,,,,,,,69,302,500,98,29,29,209,74,264
2020-10-05,,,,,,,,,,,136,480,363,23,55,61,1089,529,481
2020-11-02,,,,,,,,,,,179,178,82,31,84,85,1089,235,531
2020-11-09,,,,,,,,,,,180,307,114,31,40,47,1089,394,130
2020-11-13,,,,,,,,,,,84,29,350,15,56,3,1089,403,75
2021-01-05,,,,,,,,,,,34,323,239,39,24,91,95,293,351
2021-01-07,,,,,,,,,,,54,488,342,61,85,13,95,538,279
2019-07-17,,,,,,,,,,,57,202,65,100,87,74,66,151,543
2020-04-03,,,,,,,,,,,253,397,136,100,57,37,259,306,484
2020-04-28,,,,,,,,,,,50,161,199,100,32,36,126,190,33
2020-10-23,,,,,,,,,,,6,297,304,43,60,32,112,390,411
2020-10-25,,,,,,,,,,,39,79,386,57,46,58,112,536,184
2020-10-25,,,,,,,,,,,39,257,270,57,95,8,112,506,130
2020-10-27,,,,,,,,,,,53,462,179,43,31,51,112,128,455
2020-02-24,,,,,,,,,,,78,87,440,17,33,89,474,537,218
2020-03-09,,,,,,,,,,,336,477,448,72,100,14,474,466,234
2020-03-11,,,,,,,,,,,55,213,366,12,18,49,474,263,273
2019-08-08,,,,,,,,,,,60,171,291,100,95,79,67,321,135
2020-08-31,,,,,,,,,,,2,440,351,100,55,66,94,269,541
2020-09-03,,,,,,,,,,,39,51,140,100,10,15,94,488,534
2020-07-31,,,,,,,,,,,104,402,182,100,64,80,109,371,113
2019-05-04,,,,,,,,,,,13,434,221,51,93,17,619,125,131
2019-05-21,,,,,,,,,,,200,433,215,51,56,98,619,535,55
2019-05-29,,,,,,,,,,,202,171,374,49,38,51,619,39,92
2019-06-28,,,,,,,,,,,2,458,284,13,62,57,24,366,120
2019-06-28,,,,,,,,,,,14,103,67,88,9,49,24,461,515
2019-01-22,,,,,,,,,,,192,457,448,100,32,85,197,102,462
2019-03-28,,,,,,,,,,,45,402,223,100,27,81,50,360,138
2019-03-28,,,,,,,,,,,45,368,75,100,64,86,50,212,505
2019-07-13,,,,,,,,,,,33,9,254,100,26,89,42,345,90
2019-09-22,,,,,,,,,,,9,261,242,100,98,94,21,259,330
2019-10-14,,,,,,,,,,,164,313,322,100,11,43,171,328,302
2019-10-21,,,,,,,,,,,140,285,168,100,59,74,313,151,471
2019-11-13,,,,,,,,,,,62,297,120,100,42,23,74,81,355
2019-11-18,,,,,,,,,,,43,201,24,33,2,91,133,342,250
2019-11-22,,,,,,,,,,,87,433,41,67,10,100,133,472,119
2019-08-23,,,,,,,,,,,30,52,390,100,64,41,37,71,185
2019-01-17,,,,,,,,,,,80,184,429,100,98,84,165,105,400
2019-07-16,,,,,,,,,,,277,161,310,100,16,89,291,227,36
2019-06-18,,,,,,,,,,,16,409,215,100,2,31,22,269,265
2021-01-08,,,,,,,,,,,69,255,337,51,49,43,211,344,511
2021-01-11,,,,,,,,,,,67,450,125,49,71,72,211,14,67
2019-08-07,,,,,,,,,,,73,415,273,100,56,83,79,218,140
2019-09-17,,,,,,,,,,,10,192,352,100,83,76,21,323,220
2019-04-12,,,,,,,,,,,13,456,156,100,69,61,20,449,154
2020-11-04,,,,,,,,,,,15,92,326,100,32,91,24,316,162
2020-12-03,,,,,,,,,,,54,54,40,28,29,67,192,25,524
2020-12-09,,,,,,,,,,,137,268,312,72,23,57,192,499,252
2019-11-23,,,,,,,,,,,82,386,15,100,80,60,101,419,189
2021-01-04,,,,,,,,,,,111,38,199,27,18,22,409,526,153
2021-01-06,,,,,,,,,,,56,419,398,14,99,75,409,422,214
2021-01-11,,,,,,,,,,,113,477,29,28,30,55,409,284,305
2021-01-16,,,,,,,,,,,129,291,295,32,20,31,409,231,235
2020-09-14,,,,,,,,,,,35,225,318,40,49,16,97,320,60
2020-09-16,,,,,,,,,,,52,320,332,60,37,12,97,466,188
2020-09-28,,,,,,,,,,,102,428,172,77,81,46,149,207,164
2020-09-29,,,,,,,,,,,30,150,39,23,79,65,149,542,197
2019-02-25,,,,,,,,,,,60,90,165,37,83,34,121,162,177
2019-02-27,,,,,,,,,,,103,455,63,63,91,85,121,114,336
2020-03-13,,,,,,,,,,,58,273,72,100,68,24,64,127,534
2019-09-11,,,,,,,,,,,41,126,351,100,40,99,53,42,363
2020-05-16,,,,,,,,,,,89,115,387,100,46,74,94,516,82
2020-05-16,,,,,,,,,,,89,484,231,100,3,61,94,136,38
2020-11-07,,,,,,,,,,,10,175,416,6,15,71,173,134,349
2020-11-13,,,,,,,,,,,155,142,90,94,13,24,173,113,375
2020-11-16,,,,,,,,,,,66,285,160,100,88,14,175,407,199
2020-11-01,,,,,,,,,,,16,488,442,100,75,4,24,463,67
2020-10-28,,,,,,,,,,,157,280,94,100,47,34,165,345,526
2019-06-06,,,,,,,,,,,31,54,204,100,58,77,39,247,524
2020-12-24,,,,,,,,,,,56,188,206,100,21,24,64,351,255
2020-08-18,,,,,,,,,,,151,187,449,100,96,92,164,182,34
2020-02-27,,,,,,,,,,,64,299,220,100,80,4,74,322,325
2020-02-24,,,,,,,,,,,17,376,309,35,62,35,55,399,262
2020-02-25,,,,,,,,,,,31,469,347,65,51,16,55,204,283
2020-05-19,,,,,,,,,,,83,48,109,25,6,80,337,224,159
2020-05-29,,,,,,,,,,,246,77,456,75,1,68,337,29,210
2019-05-21,,,,,,,,,,,213,348,80,96,1,53,232,468,134
2019-05-21,,,,,,,,,,,8,64,380,4,68,56,232,340,17
2019-05-19,,,,,,,,,,,14,102,174,14,8,90,205,267,354
2019-05-27,,,,,,,,,,,89,447,397,86,69,68,205,417,406
2019-08-26,,,,,,,,,,,35,218,460,100,100,71,114,93,281
2019-01-14,,,,,,,,,,,131,332,183,82,50,16,166,361,407
2019-01-15,,,,,,,,,,,29,119,27,18,26,67,166,154,382
2019-06-21,,,,,,,,,,,68,345,499,100,97,20,75,184,456
2019-07-03,,,,,,,,,,,54,433,3,100,37,78,58,423,477
2019-09-25,,,,,,,,,,,21,326,160,100,51,30,24,395,71
2019-07-18,,,,,,,,,,,84,234,492,100,43,11,92,59,511
2020-05-14,,,,,,,,,,,20,184,72,100,40,100,27,269,156
2020-06-21,,,,,,,,,,,15,24,58,100,29,96,22,10,241
2020-06-26,,,,,,,,,,,67,118,476,100,9,3,75,406,349
2020-07-13,,,,,,,,,,,159,250,79,45,17,6,435,330,66
2020-07-10,,,,,,,,,,,66,192,356,45,12,9,435,348,316
2020-07-24,,,,,,,,,,,270,390,430,55,87,7,435,241,538
2019-07-15,,,,,,,,,,,372,22,356,87,10,65,449,119,416
2019-07-17,,,,,,,,,,,56,4,169,13,73,68,449,399,493
2019-11-04,,,,,,,,,,,300,434,397,100,92,10,313,57,341
2019-11-18,,,,,,,,,,,100,264,430,79,98,3,136,431,277
2019-11-19,,,,,,,,,,,26,15,64,21,33,10,136,91,308
2019-11-25,,,,,,,,,,,72,469,341,46,50,87,159,179,252
2019-11-28,,,,,,,,,,,83,454,447,54,69,64,159,319,150
2020-05-04,,,,,,,,,,,148,447,393,97,86,23,164,530,167
2020-05-04,,,,,,,,,,,4,211,174,3,29,1,164,255,366
2020-05-04,,,,,,,,,,,1,438,29,1,52,100,164,264,158
2019-10-28,,,,,,,,,,,11,247,171,100,9,41,23,97,68
2020-06-29,,,,,,,,,,,131,470,234,98,5,91,141,124,166
2020-06-29,,,,,,,,,,,3,216,255,2,45,65,141,496,289
2019-10-27,,,,,,,,,,,38,68,464,100,86,70,43,380,122
2019-02-17,,,,,,,,,,,39,228,192,100,81,75,49,425,234
2019-12-16,,,,,,,,,,,159,297,374,97,69,65,169,341,214
2019-12-16,,,,,,,,,,,5,138,493,3,14,36,169,187,324
2020-01-02,,,,,,,,,,,243,147,333,67,52,47,377,387,215
2020-01-07,,,,,,,,,,,122,81,305,33,10,79,377,452,541
2020-06-29,,,,,,,,,,,3,415,97,100,78,38,193,14,413
2020-07-07,,,,,,,,,,,95,243,120,100,68,87,193,440,140
2019-11-04,,,,,,,,,,,104,94,242,22,76,51,480,518,487
2019-11-18,,,,,,,,,,,336,420,401,71,74,88,480,497,68
2019-11-19,,,,,,,,,,,30,311,441,6,40,61,480,152,31
2020-12-31,,,,,,,,,,,20,301,220,100,83,4,31,10,528
2019-10-02,,,,,,,,,,,158,101,232,100,76,83,167,220,386
2019-11-05,,,,,,,,,,,6,422,448,100,84,86,19,422,241
2019-04-30,,,,,,,,,,,42,406,372,100,56,56,52,550,228
2020-12-16,,,,,,,,,,,163,195,242,100,72,29,165,15,343
2019-05-21,,,,,,,,,,,41,224,385,24,42,74,180,227,201
2019-05-26,,,,,,,,,,,129,325,47,76,2,14,180,94,212
2019-11-16,,,,,,,,,,,21,375,424,24,97,3,163,413,365
2019-11-17,,,,,,,,,,,17,122,288,11,87,62,163,219,41
2019-11-18,,,,,,,,,,,16,394,108,24,56,80,163,14,426
2019-11-22,,,,,,,,,,,103,461,40,66,83,66,163,86,197
2019-12-02,,,,,,,,,,,82,327,376,44,79,84,195,413,49
2019-12-06,,,,,,,,,,,103,100,493,56,93,90,195,200,265
2020-08-31,,,,,,,,,,,71,22,60,100,100,43,127,453,401
2020-09-21,,,,,,,,,,,10,379,352,100,5,41,314,544,83
2019-09-16,,,,,,,,,,,300,421,33,53,51,81,574,399,80
2019-09-27,,,,,,,,,,,268,497,418,47,29,36,574,11,225
2020-06-04,,,,,,,,,,,80,155,229,100,41,86,474,372,237
2019-09-16,,,,,,,,,,,98,91,231,100,31,54,103,248,480
2020-11-19,,,,,,,,,,,6,424,111,100,5,20,24,426,216
2020-02-07,,,,,,,,,,,10,118,160,100,8,25,18,128,21
2019-10-04,,,,,,,,,,,59,405,373,100,82,54,69,5,271
2019-11-04,,,,,,,,,,,50,15,204,60,35,38,92,40,480
2019-11-05,,,,,,,,,,,34,399,355,40,52,57,92,286,249
2020-08-31,,,,,,,,,,,80,82,32,100,32,44,217,270,180
2019-08-10,,,,,,,,,,,63,500,158,100,15,5,73,426,297
2019-06-28,,,,,,,,,,,175,294,444,37,32,38,479,414,77
2019-07-10,,,,,,,,,,,297,485,130,63,72,22,479,295,208
2019-10-21,,,,,,,,,,,54,477,195,100,49,27,64,6,135
2020-10-26,,,,,,,,,,,12,102,456,100,32,6,18,145,530
2019-01-06,,,,,,,,,,,0,377,474,0,63,85,18,265,180
2019-03-05,,,,,,,,,,,68,9,205,100,41,11,74,300,155
2019-05-10,,,,,,,,,,,13,443,471,100,92,67,20,372,180
2020-03-09,,,,,,,,,,,47,213,360,100,50,35,169,535,194
2020-08-14,,,,,,,,,,,92,11,277,100,8,96,166,451,64
2019-11-26,,,,,,,,,,,130,407,217,100,51,94,137,517,500
2019-10-18,,,,,,,,,,,186,195,189,100,80,69,198,385,411
2020-06-18,,,,,,,,,,,82,369,491,19,46,11,363,156,118
2020-06-29,,,,,,,,,,,331,411,312,78,60,19,363,126,417
2020-06-29,,,,,,,,,,,10,232,74,2,18,5,363,401,381
2019-07-13,,,,,,,,,,,80,118,43,100,96,50,87,334,523
2019-02-17,,,,,,,,,,,31,348,141,100,73,15,42,416,208
2019-05-01,,,,,,,,,,,62,417,358,100,81,40,70,90,401
2019-11-12,,,,,,,,,,,135,335,282,100,57,20,151,391,191
2020-09-24,,,,,,,,,,,88,189,202,100,91,48,96,425,333
2020-09-30,,,,,,,,,,,36,6,51,100,23,80,41,462,292
2019-04-13,,,,,,,,,,,28,34,455,100,83,95,39,447,323
2020-02-05,,,,,,,,,,,42,80,187,100,54,47,52,545,368
2019-11-30,,,,,,,,,,,10,209,462,100,65,88,12,2,25
2020-10-20,,,,,,,,,,,35,469,83,26,65,45,147,546,314
2020-10-24,,,,,,,,,,,101,222,487,74,20,56,147,6,326
2019-01-10,,,,,,,,,,,196,209,64,100,18,37,525,515,199
2019-01-10,,,,,,,,,,,11,422,200,12,5,56,555,202,485
2019-01-11,,,,,,,,,,,26,251,329,5,52,49,555,198,542
2019-01-14,,,,,,,,,,,52,356,123,12,64,86,555,128,88
2019-01-28,,,,,,,,,,,344,37,347,64,16,86,555,108,106
2019-02-01,,,,,,,,,,,104,496,283,19,97,39,555,72,347
2019-02-25,,,,,,,,,,,103,36,288,34,23,45,639,294,194
2019-03-19,,,,,,,,,,,198,267,273,66,53,14,639,17,26
2019-01-18,,,,,,,,,,,257,123,32,100,67,54,264,393,82
2020-06-19,,,,,,,,,,,10,497,75,16,91,33,334,126,65
2020-06-19,,,,,,,,,,,5,138,65,5,35,12,334,54,503
2020-06-19,,,,,,,,,,,5,281,441,16,48,3,334,546,137
2020-07-02,,,,,,,,,,,75,491,188,79,98,50,334,6,407
2020-07-13,,,,,,,,,,,74,36,368,69,13,79,114,106,466
2020-07-14,,,,,,,,,,,33,475,391,31,33,71,114,315,544
2019-10-08,,,,,,,,,,,37,77,213,100,72,59,43,370,452
2020-07-27,,,,,,,,,,,3,98,44,100,88,99,65,63,146
2020-10-31,,,,,,,,,,,8,430,49,19,83,21,52,544,125
2020-11-01,,,,,,,,,,,34,444,154,81,93,47,52,91,348
2019-05-21,,,,,,,,,,,438,334,162,66,40,58,676,213,22
2019-05-30,,,,,,,,,,,226,98,56,34,74,29,676,421,79
2020-05-16,,,,,,,,,,,34,499,281,100,40,59,42,223,22
2019-02-25,,,,,,,,,,,189,491,259,36,76,52,698,143,322
2019-03-11,,,,,,,,,,,329,261,159,64,61,17,698,522,7
2019-01-21,,,,,,,,,,,16,313,430,100,51,32,110,519,357
2019-01-21,,,,,,,,,,,0,357,199,0,3,53,110,415,155
2019-01-24,,,,,,,,,,,83,77,246,100,81,31,110,523,281
2020-01-07,,,,,,,,,,,84,492,272,100,69,87,92,405,547
2019-02-01,,,,,,,,,,,38,53,56,100,35,38,48,225,349
2019-07-29,,,,,,,,,,,123,5,105,78,17,70,167,535,14
2019-07-30,,,,,,,,,,,35,133,47,22,58,23,167,135,161
2019-09-28,,,,,,,,,,,122,394,232,100,59,64,130,323,248
2019-08-05,,,,,,,,,,,19,289,78,100,44,22,23,263,120
2019-08-06,,,,,,,,,,,14,289,105,100,48,89,19,122,515
2021-01-12,,,,,,,,,,,92,9,122,100,90,4,96,137,381
2019-11-01,,,,,,,,,,,68,259,173,60,68,30,221,372,448
2019-11-07,,,,,,,,,,,45,429,76,40,79,76,221,90,194
2020-02-03,,,,,,,,,,,231,163,111,100,4,38,242,24,532
2020-12-22,,,,,,,,,,,60,99,114,65,32,16,101,269,387
2020-12-22,,,,,,,,,,,4,307,183,4,33,10,101,531,544
2020-12-23,,,,,,,,,,,29,351,452,31,87,15,101,86,237
2019-12-16,,,,,,,,,,,43,411,456,100,33,35,47,95,458
2019-03-11,,,,,,,,,,,175,34,254,100,77,71,167,97,303
2019-09-14,,,,,,,,,,,35,465,7,100,9,3,45,208,237
2020-06-15,,,,,,,,,,,292,107,137,60,52,11,496,487,528
2020-06-23,,,,,,,,,,,198,427,49,40,82,71,496,371,301
2020-07-21,,,,,,,,,,,5,394,321,100,67,21,13,510,253
2020-05-05,,,,,,,,,,,30,318,278,100,87,92,365,363,275
2020-07-15,,,,,,,,,,,14,388,71,100,5,100,22,537,175
2020-09-29,,,,,,,,,,,8,42,239,100,29,2,15,492,262
2020-11-05,,,,,,,,,,,17,218,226,100,29,95,19,379,292
2020-10-12,,,,,,,,,,,3,56,480,1,10,26,215,310,521
2020-10-19,,,,,,,,,,,172,379,441,83,84,74,215,475,335
2020-10-20,,,,,,,,,,,32,204,299,15,46,32,215,9,25
2020-02-04,,,,,,,,,,,138,324,44,100,74,38,221,485,348
2020-02-07,,,,,,,,,,,22,244,450,100,56,81,221,459,131
2020-02-18,,,,,,,,,,,57,378,266,66,92,36,96,142,459
2020-02-19,,,,,,,,,,,29,295,423,34,81,85,96,507,191
2020-02-28,,,,,,,,,,,47,206,216,100,64,34,73,303,512
2020-12-31,,,,,,,,,,,21,408,292,100,27,52,27,337,56
2021-01-11,,,,,,,,,,,39,413,472,21,84,45,195,420,268
2021-01-17,,,,,,,,,,,149,355,310,79,77,76,195,264,73
2019-04-13,,,,,,,,,,,4,480,361,100,65,3,8,40,395
2019-07-08,,,,,,,,,,,29,120,340,100,100,42,43,391,278
2020-05-04,,,,,,,,,,,63,479,271,37,34,32,175,102,381
2020-05-08,,,,,,,,,,,106,305,468,63,30,57,175,198,539
2020-06-01,,,,,,,,,,,169,117,222,75,73,53,227,521,174
2020-06-03,,,,,,,,,,,55,29,377,25,87,100,227,205,266
2020-06-12,,,,,,,,,,,69,209,289,100,94,90,75,421,46
2020-08-20,,,,,,,,,,,88,343,163,100,81,18,99,454,217
2019-08-26,,,,,,,,,,,336,43,108,45,28,2,830,496,283
2019-09-09,,,,,,,,,,,336,369,317,45,10,88,830,307,100
2019-09-12,,,,,,,,,,,79,439,86,11,96,63,830,528,403
2019-04-15,,,,,,,,,,,177,46,99,100,80,61,187,106,360
2019-02-25,,,,,,,,,,,97,391,233,30,40,12,329,194,418
2019-03-06,,,,,,,,,,,225,360,255,70,97,98,329,74,407
2019-03-26,,,,,,,,,,,46,17,354,13,26,80,374,466,32
2019-04-09,,,,,,,,,,,321,260,123,87,7,28,374,402,117
2020-02-15,,,,,,,,,,,3,429,296,34,75,45,340,282,171
2020-02-15,,,,,,,,,,,5,361,423,34,17,63,340,330,16
2020-02-19,,,,,,,,,,,107,467,432,34,52,84,340,156,402
2020-02-24,,,,,,,,,,,104,262,222,34,91,59,340,155,447
2020-02-28,,,,,,,,,,,105,201,112,32,57,18,340,514,382
2020-01-14,,,,,,,,,,,15,228,138,100,18,77,24,244,456
2020-01-28,,,,,,,,,,,1,426,253,1,7,51,166,366,172
2020-02-03,,,,,,,,,,,156,85,157,99,9,47,166,227,453
2019-03-25,,,,,,,,,,,29,294,369,100,90,64,39,311,476
2019-02-11,,,,,,,,,,,135,392,451,93,13,51,148,543,151
2019-02-11,,,,,,,,,,,10,148,435,7,13,46,148,298,138
2020-02-02,,,,,,,,,,,134,245,30,100,3,83,141,185,170
2019-11-04,,,,,,,,,,,32,160,269,30,35,19,121,443,40
2019-11-07,,,,,,,,,,,75,162,459,70,72,12,121,71,281
2019-05-26,,,,,,,,,,,133,246,498,100,32,69,208,34,421
2019-05-04,,,,,,,,,,,53,268,35,100,29,40,58,111,246
2021-01-04,,,,,,,,,,,1,143,46,100,88,30,103,82,297
2021-01-04,,,,,,,,,,,133,302,65,100,90,23,284,359,376
2019-12-19,,,,,,,,,,,40,498,439,100,19,79,44,162,169
2020-07-07,,,,,,,,,,,149,444,80,100,18,67,223,509,7
2019-10-30,,,,,,,,,,,16,26,220,100,72,20,28,13,244
2019-11-27,,,,,,,,,,,205,2,76,100,80,23,213,20,130
2019-12-16,,,,,,,,,,,128,359,17,96,25,7,142,77,237
2019-12-16,,,,,,,,,,,6,212,256,4,76,29,142,464,451
2019-06-04,,,,,,,,,,,41,487,61,100,100,55,48,461,39
2020-01-13,,,,,,,,,,,51,36,404,7,74,60,791,57,475
2020-01-27,,,,,,,,,,,333,246,448,46,33,20,791,299,496
2020-02-10,,,,,,,,,,,337,4,443,47,90,3,791,35,186
2020-07-22,,,,,,,,,,,71,478,354,100,26,56,76,103,413
2019-09-20,,,,,,,,,,,8,189,131,100,11,12,12,107,266
2019-09-03,,,,,,,,,,,15,10,217,100,28,8,17,247,305
2019-09-03,,,,,,,,,,,15,258,370,100,9,11,17,247,466
2020-11-30,,,,,,,,,,,59,252,366,14,58,67,420,25,16
2020-12-07,,,,,,,,,,,158,177,231,38,85,39,420,331,364
2020-12-14,,,,,,,,,,,168,431,51,41,4,14,420,70,1
2020-12-15,,,,,,,,,,,29,362,375,7,46,47,420,351,445
2019-06-26,,,,,,,,,,,33,453,427,100,51,66,43,407,467
2019-07-15,,,,,,,,,,,51,478,410,5,6,45,1476,104,407
2019-07-23,,,,,,,,,,,200,40,61,20,3,62,1476,373,57
2019-08-12,,,,,,,,,,,333,24,319,33,19,10,1476,529,351
2019-08-26,,,,,,,,,,,336,72,371,34,42,53,1476,138,549
2019-09-12,,,,,,,,,,,77,417,67,8,76,22,1476,287,495
2020-12-14,,,,,,,,,,,89,327,425,100,48,78,97,195,143
2019-01-17,,,,,,,,,,,69,272,362,100,13,100,72,189,27
2019-04-23,,,,,,,,,,,9,225,82,100,58,76,214,318,124
2019-05-07,,,,,,,,,,,116,304,341,100,77,56,127,519,130
2019-05-24,,,,,,,,,,,81,369,145,100,49,45,89,283,500
2019-06-30,,,,,,,,,,,0,277,308,0,36,75,146,88,541
2019-07-05,,,,,,,,,,,138,147,90,100,34,71,146,24,103
2020-09-25,,,,,,,,,,,31,144,362,100,19,34,37,105,222
2019-05-07,,,,,,,,,,,5,471,265,100,42,72,10,299,430
2020-04-10,,,,,,,,,,,44,454,281,100,75,78,46,394,8
2019-07-07,,,,,,,,,,,11,60,145,100,70,75,24,277,220
2019-04-26,,,,,,,,,,,2,243,238,100,75,62,22,514,247
2019-04-26,,,,,,,,,,,10,157,25,100,59,18,22,311,464
2020-01-31,,,,,,,,,,,85,232,417,84,19,31,1084,241,2
2020-03-09,,,,,,,,,,,336,12,89,84,38,52,1084,407,446
2020-03-12,,,,,,,,,,,78,283,309,16,78,44,1084,512,254
2019-06-16,,,,,,,,,,,146,8,335,100,92,13,155,249,501
2019-03-21,,,,,,,,,,,12,122,473,100,37,8,18,115,521
2020-03-18,,,,,,,,,,,40,21,296,100,79,59,49,511,91
2019-08-15,,,,,,,,,,,13,149,381,100,14,25,19,69,64
2020-11-02,,,,,,,,,,,135,218,184,57,25,1,243,215,197
2020-11-06,,,,,,,,,,,103,399,398,43,99,7,243,203,526
2019-10-09,,,,,,,,,,,91,342,243,100,65,19,99,509,45
2020-12-02,,,,,,,,,,,44,262,50,100,15,14,53,227,393
2020-12-13,,,,,,,,,,,229,91,391,100,38,15,234,432,228
2019-08-26,,,,,,,,,,,227,85,270,97,12,86,243,251,118
2019-08-26,,,,,,,,,,,6,116,120,3,87,89,243,180,97
2020-01-16,,,,,,,,,,,10,160,315,100,77,83,13,304,118
2019-11-22,,,,,,,,,,,35,442,95,100,34,54,47,533,301
2020-12-10,,,,,,,,,,,4,166,489,100,26,89,16,16,244
2020-10-19,,,,,,,,,,,12,348,244,10,52,84,121,27,438
2020-10-23,,,,,,,,,,,103,211,119,90,86,17,121,487,270
